Date,DayOfWeek,IsWeekend,Zone_Type,Bin_ID,Waste_Weight_Kg
2025-01-14,1,0,0,bin_dan_cu_01,7226.6
2025-01-14,1,0,0,bin_dan_cu_02,7364.2
2025-01-15,2,0,1,bin_van_phong_01,13105.6
2025-01-15,2,0,1,bin_van_phong_02,9965.6
2025-01-15,2,0,0,bin_dan_cu_01,6893.9
2025-01-15,2,0,0,bin_dan_cu_02,6186.7
2025-01-16,3,0,1,bin_van_phong_01,11089.1
2025-01-16,3,0,1,bin_van_phong_02,11281.6
2025-01-16,3,0,0,bin_dan_cu_01,6692.8
2025-01-16,3,0,0,bin_dan_cu_02,8046.2
2025-01-17,4,0,1,bin_van_phong_01,15000.0
2025-01-17,4,0,1,bin_van_phong_02,13457.9
2025-01-17,4,0,0,bin_dan_cu_01,6068.6
2025-01-17,4,0,0,bin_dan_cu_02,7476.5
2025-01-18,5,1,1,bin_van_phong_01,2652.5
2025-01-18,5,1,1,bin_van_phong_02,906.3
2025-01-18,5,1,0,bin_dan_cu_01,14822.9
2025-01-18,5,1,0,bin_dan_cu_02,12777.1
2025-01-19,6,1,1,bin_van_phong_01,3550.9
2025-01-19,6,1,1,bin_van_phong_02,2723.6
2025-01-19,6,1,0,bin_dan_cu_01,14404.3
2025-01-19,6,1,0,bin_dan_cu_02,14361.4
2025-01-20,0,0,1,bin_van_phong_01,11173.9
2025-01-20,0,0,1,bin_van_phong_02,11934.4
2025-01-20,0,0,0,bin_dan_cu_01,8305.2
2025-01-20,0,0,0,bin_dan_cu_02,3953.9
2025-01-21,1,0,1,bin_van_phong_01,15000.0
2025-01-21,1,0,1,bin_van_phong_02,12432.9
2025-01-21,1,0,0,bin_dan_cu_01,4862.5
2025-01-21,1,0,0,bin_dan_cu_02,6854.3
2025-01-22,2,0,1,bin_van_phong_01,15000.0
2025-01-22,2,0,1,bin_van_phong_02,11866.0
2025-01-22,2,0,0,bin_dan_cu_01,5506.5
2025-01-22,2,0,0,bin_dan_cu_02,6764.2
2025-01-23,3,0,1,bin_van_phong_01,10714.3
2025-01-23,3,0,1,bin_van_phong_02,10276.4
2025-01-23,3,0,0,bin_dan_cu_01,7461.1
2025-01-23,3,0,0,bin_dan_cu_02,5310.1
2025-01-24,4,0,1,bin_van_phong_01,10466.2
2025-01-24,4,0,1,bin_van_phong_02,12883.4
2025-01-24,4,0,0,bin_dan_cu_01,7757.4
2025-01-24,4,0,0,bin_dan_cu_02,6151.3
2025-01-25,5,1,1,bin_van_phong_01,3754.2
2025-01-25,5,1,1,bin_van_phong_02,1331.4
2025-01-25,5,1,0,bin_dan_cu_01,15000.0
2025-01-25,5,1,0,bin_dan_cu_02,12773.8
2025-01-26,6,1,1,bin_van_phong_01,1690.2
2025-01-26,6,1,1,bin_van_phong_02,2119.9
2025-01-26,6,1,0,bin_dan_cu_01,12063.1
2025-01-26,6,1,0,bin_dan_cu_02,14349.0
2025-01-27,0,0,1,bin_van_phong_01,12623.5
2025-01-27,0,0,1,bin_van_phong_02,12971.8
2025-01-27,0,0,0,bin_dan_cu_01,4370.6
2025-01-27,0,0,0,bin_dan_cu_02,7849.7
2025-01-28,1,0,1,bin_van_phong_01,10734.2
2025-01-28,1,0,1,bin_van_phong_02,12234.7
2025-01-28,1,0,0,bin_dan_cu_01,6840.2
2025-01-28,1,0,0,bin_dan_cu_02,4173.6
2025-01-29,2,0,1,bin_van_phong_01,12388.5
2025-01-29,2,0,1,bin_van_phong_02,10196.9
2025-01-29,2,0,0,bin_dan_cu_01,7526.1
2025-01-29,2,0,0,bin_dan_cu_02,6473.7
2025-01-30,3,0,1,bin_van_phong_01,11870.2
2025-01-30,3,0,1,bin_van_phong_02,11586.9
2025-01-30,3,0,0,bin_dan_cu_01,4898.8
2025-01-30,3,0,0,bin_dan_cu_02,7456.3
2025-01-31,4,0,1,bin_van_phong_01,13618.7
2025-01-31,4,0,1,bin_van_phong_02,11843.1
2025-01-31,4,0,0,bin_dan_cu_01,5842.3
2025-01-31,4,0,0,bin_dan_cu_02,4638.5
2025-02-01,5,1,1,bin_van_phong_01,1409.6
2025-02-01,5,1,1,bin_van_phong_02,2602.6
2025-02-01,5,1,0,bin_dan_cu_01,13045.6
2025-02-01,5,1,0,bin_dan_cu_02,11422.3
2025-02-02,6,1,1,bin_van_phong_01,2460.3
2025-02-02,6,1,1,bin_van_phong_02,1639.8
2025-02-02,6,1,0,bin_dan_cu_01,11680.8
2025-02-02,6,1,0,bin_dan_cu_02,11641.4
2025-02-03,0,0,1,bin_van_phong_01,10723.5
2025-02-03,0,0,1,bin_van_phong_02,13421.7
2025-02-03,0,0,0,bin_dan_cu_01,7706.6
2025-02-03,0,0,0,bin_dan_cu_02,7114.1
2025-02-04,1,0,1,bin_van_phong_01,13431.7
2025-02-04,1,0,1,bin_van_phong_02,11338.0
2025-02-04,1,0,0,bin_dan_cu_01,6443.0
2025-02-04,1,0,0,bin_dan_cu_02,7882.7
2025-02-05,2,0,1,bin_van_phong_01,11413.2
2025-02-05,2,0,1,bin_van_phong_02,11074.5
2025-02-05,2,0,0,bin_dan_cu_01,3349.5
2025-02-05,2,0,0,bin_dan_cu_02,7443.2
2025-02-06,3,0,1,bin_van_phong_01,12086.0
2025-02-06,3,0,1,bin_van_phong_02,12623.2
2025-02-06,3,0,0,bin_dan_cu_01,5461.5
2025-02-06,3,0,0,bin_dan_cu_02,6177.0
2025-02-07,4,0,1,bin_van_phong_01,12291.2
2025-02-07,4,0,1,bin_van_phong_02,10910.1
2025-02-07,4,0,0,bin_dan_cu_01,6513.0
2025-02-07,4,0,0,bin_dan_cu_02,6533.3
2025-02-08,5,1,1,bin_van_phong_01,2314.2
2025-02-08,5,1,1,bin_van_phong_02,1903.3
2025-02-08,5,1,0,bin_dan_cu_01,14735.7
2025-02-08,5,1,0,bin_dan_cu_02,12567.9
2025-02-09,6,1,1,bin_van_phong_01,2904.5
2025-02-09,6,1,1,bin_van_phong_02,1498.6
2025-02-09,6,1,0,bin_dan_cu_01,12759.8
2025-02-09,6,1,0,bin_dan_cu_02,13775.5
2025-02-10,0,0,1,bin_van_phong_01,10813.7
2025-02-10,0,0,1,bin_van_phong_02,14013.1
2025-02-10,0,0,0,bin_dan_cu_01,7918.5
2025-02-10,0,0,0,bin_dan_cu_02,4651.8
2025-02-11,1,0,1,bin_van_phong_01,13940.8
2025-02-11,1,0,1,bin_van_phong_02,14372.4
2025-02-11,1,0,0,bin_dan_cu_01,4816.0
2025-02-11,1,0,0,bin_dan_cu_02,5125.5
2025-02-12,2,0,1,bin_van_phong_01,13650.8
2025-02-12,2,0,1,bin_van_phong_02,12921.4
2025-02-12,2,0,0,bin_dan_cu_01,6076.7
2025-02-12,2,0,0,bin_dan_cu_02,4950.2
2025-02-13,3,0,1,bin_van_phong_01,12642.2
2025-02-13,3,0,1,bin_van_phong_02,11652.2
2025-02-13,3,0,0,bin_dan_cu_01,5411.0
2025-02-13,3,0,0,bin_dan_cu_02,5505.2
2025-02-14,4,0,1,bin_van_phong_01,14171.1
2025-02-14,4,0,1,bin_van_phong_02,14279.4
2025-02-14,4,0,0,bin_dan_cu_01,6579.6
2025-02-14,4,0,0,bin_dan_cu_02,7079.8
2025-02-15,5,1,1,bin_van_phong_01,1996.3
2025-02-15,5,1,1,bin_van_phong_02,2213.7
2025-02-15,5,1,0,bin_dan_cu_01,13586.0
2025-02-15,5,1,0,bin_dan_cu_02,15000.0
2025-02-16,6,1,1,bin_van_phong_01,2979.6
2025-02-16,6,1,1,bin_van_phong_02,588.2
2025-02-16,6,1,0,bin_dan_cu_01,11808.5
2025-02-16,6,1,0,bin_dan_cu_02,12379.1
2025-02-17,0,0,1,bin_van_phong_01,11328.7
2025-02-17,0,0,1,bin_van_phong_02,13018.9
2025-02-17,0,0,0,bin_dan_cu_01,3570.7
2025-02-17,0,0,0,bin_dan_cu_02,5133.8
2025-02-18,1,0,1,bin_van_phong_01,12319.4
2025-02-18,1,0,1,bin_van_phong_02,11843.6
2025-02-18,1,0,0,bin_dan_cu_01,7969.7
2025-02-18,1,0,0,bin_dan_cu_02,5381.1
2025-02-19,2,0,1,bin_van_phong_01,10570.6
2025-02-19,2,0,1,bin_van_phong_02,14421.4
2025-02-19,2,0,0,bin_dan_cu_01,6873.9
2025-02-19,2,0,0,bin_dan_cu_02,5507.1
2025-02-20,3,0,1,bin_van_phong_01,11518.6
2025-02-20,3,0,1,bin_van_phong_02,10788.4
2025-02-20,3,0,0,bin_dan_cu_01,5282.0
2025-02-20,3,0,0,bin_dan_cu_02,6915.7
2025-02-21,4,0,1,bin_van_phong_01,10032.6
2025-02-21,4,0,1,bin_van_phong_02,14121.3
2025-02-21,4,0,0,bin_dan_cu_01,5700.8
2025-02-21,4,0,0,bin_dan_cu_02,4591.6
2025-02-22,5,1,1,bin_van_phong_01,1405.7
2025-02-22,5,1,1,bin_van_phong_02,2067.3
2025-02-22,5,1,0,bin_dan_cu_01,14606.6
2025-02-22,5,1,0,bin_dan_cu_02,12564.0
2025-02-23,6,1,1,bin_van_phong_01,2202.4
2025-02-23,6,1,1,bin_van_phong_02,3373.1
2025-02-23,6,1,0,bin_dan_cu_01,15000.0
2025-02-23,6,1,0,bin_dan_cu_02,14597.6
2025-02-24,0,0,1,bin_van_phong_01,12631.9
2025-02-24,0,0,1,bin_van_phong_02,14176.4
2025-02-24,0,0,0,bin_dan_cu_01,5622.7
2025-02-24,0,0,0,bin_dan_cu_02,4110.7
2025-02-25,1,0,1,bin_van_phong_01,12496.1
2025-02-25,1,0,1,bin_van_phong_02,12033.8
2025-02-25,1,0,0,bin_dan_cu_01,4598.4
2025-02-25,1,0,0,bin_dan_cu_02,5194.3
2025-02-26,2,0,1,bin_van_phong_01,12690.5
2025-02-26,2,0,1,bin_van_phong_02,11900.2
2025-02-26,2,0,0,bin_dan_cu_01,4998.3
2025-02-26,2,0,0,bin_dan_cu_02,6836.0
2025-02-27,3,0,1,bin_van_phong_01,13891.6
2025-02-27,3,0,1,bin_van_phong_02,13002.0
2025-02-27,3,0,0,bin_dan_cu_01,7415.1
2025-02-27,3,0,0,bin_dan_cu_02,7550.9
2025-02-28,4,0,1,bin_van_phong_01,14723.1
2025-02-28,4,0,1,bin_van_phong_02,13619.2
2025-02-28,4,0,0,bin_dan_cu_01,5990.6
2025-02-28,4,0,0,bin_dan_cu_02,5252.6
2025-03-01,5,1,1,bin_van_phong_01,2475.9
2025-03-01,5,1,1,bin_van_phong_02,2594.9
2025-03-01,5,1,0,bin_dan_cu_01,11662.0
2025-03-01,5,1,0,bin_dan_cu_02,14715.9
2025-03-02,6,1,1,bin_van_phong_01,3839.1
2025-03-02,6,1,1,bin_van_phong_02,1973.3
2025-03-02,6,1,0,bin_dan_cu_01,13663.7
2025-03-02,6,1,0,bin_dan_cu_02,12872.4
2025-03-03,0,0,1,bin_van_phong_01,10908.7
2025-03-03,0,0,1,bin_van_phong_02,13112.0
2025-03-03,0,0,0,bin_dan_cu_01,7125.7
2025-03-03,0,0,0,bin_dan_cu_02,4149.2
2025-03-04,1,0,1,bin_van_phong_01,14241.4
2025-03-04,1,0,1,bin_van_phong_02,12497.4
2025-03-04,1,0,0,bin_dan_cu_01,4487.2
2025-03-04,1,0,0,bin_dan_cu_02,7604.1
2025-03-05,2,0,1,bin_van_phong_01,10653.5
2025-03-05,2,0,1,bin_van_phong_02,10842.4
2025-03-05,2,0,0,bin_dan_cu_01,3883.4
2025-03-05,2,0,0,bin_dan_cu_02,5668.6
2025-03-06,3,0,1,bin_van_phong_01,12920.2
2025-03-06,3,0,1,bin_van_phong_02,10433.2
2025-03-06,3,0,0,bin_dan_cu_01,4956.5
2025-03-06,3,0,0,bin_dan_cu_02,8319.2
2025-03-07,4,0,1,bin_van_phong_01,14590.4
2025-03-07,4,0,1,bin_van_phong_02,15000.0
2025-03-07,4,0,0,bin_dan_cu_01,6926.2
2025-03-07,4,0,0,bin_dan_cu_02,7547.9
2025-03-08,5,1,1,bin_van_phong_01,1795.4
2025-03-08,5,1,1,bin_van_phong_02,2756.1
2025-03-08,5,1,0,bin_dan_cu_01,13204.6
2025-03-08,5,1,0,bin_dan_cu_02,12898.1
2025-03-09,6,1,1,bin_van_phong_01,3338.7
2025-03-09,6,1,1,bin_van_phong_02,3240.9
2025-03-09,6,1,0,bin_dan_cu_01,13550.3
2025-03-09,6,1,0,bin_dan_cu_02,13069.9
2025-03-10,0,0,1,bin_van_phong_01,13711.6
2025-03-10,0,0,1,bin_van_phong_02,13338.9
2025-03-10,0,0,0,bin_dan_cu_01,6867.3
2025-03-10,0,0,0,bin_dan_cu_02,7388.6
2025-03-11,1,0,1,bin_van_phong_01,12166.8
2025-03-11,1,0,1,bin_van_phong_02,12319.0
2025-03-11,1,0,0,bin_dan_cu_01,3754.9
2025-03-11,1,0,0,bin_dan_cu_02,6391.2
2025-03-12,2,0,1,bin_van_phong_01,14764.7
2025-03-12,2,0,1,bin_van_phong_02,13592.1
2025-03-12,2,0,0,bin_dan_cu_01,3784.4
2025-03-12,2,0,0,bin_dan_cu_02,5129.3
2025-03-13,3,0,1,bin_van_phong_01,13350.0
2025-03-13,3,0,1,bin_van_phong_02,11805.3
2025-03-13,3,0,0,bin_dan_cu_01,5036.3
2025-03-13,3,0,0,bin_dan_cu_02,5440.1
2025-03-14,4,0,1,bin_van_phong_01,11874.9
2025-03-14,4,0,1,bin_van_phong_02,11252.1
2025-03-14,4,0,0,bin_dan_cu_01,6028.9
2025-03-14,4,0,0,bin_dan_cu_02,6279.5
2025-03-15,5,1,1,bin_van_phong_01,2827.0
2025-03-15,5,1,1,bin_van_phong_02,712.0
2025-03-15,5,1,0,bin_dan_cu_01,13800.7
2025-03-15,5,1,0,bin_dan_cu_02,14377.1
2025-03-16,6,1,1,bin_van_phong_01,1401.4
2025-03-16,6,1,1,bin_van_phong_02,3125.9
2025-03-16,6,1,0,bin_dan_cu_01,12638.0
2025-03-16,6,1,0,bin_dan_cu_02,12192.1
2025-03-17,0,0,1,bin_van_phong_01,12465.8
2025-03-17,0,0,1,bin_van_phong_02,13513.2
2025-03-17,0,0,0,bin_dan_cu_01,6456.4
2025-03-17,0,0,0,bin_dan_cu_02,5827.5
2025-03-18,1,0,1,bin_van_phong_01,15000.0
2025-03-18,1,0,1,bin_van_phong_02,11993.2
2025-03-18,1,0,0,bin_dan_cu_01,5094.5
2025-03-18,1,0,0,bin_dan_cu_02,6322.4
2025-03-19,2,0,1,bin_van_phong_01,12136.5
2025-03-19,2,0,1,bin_van_phong_02,12246.0
2025-03-19,2,0,0,bin_dan_cu_01,7421.4
2025-03-19,2,0,0,bin_dan_cu_02,5028.6
2025-03-20,3,0,1,bin_van_phong_01,10944.2
2025-03-20,3,0,1,bin_van_phong_02,11750.1
2025-03-20,3,0,0,bin_dan_cu_01,6466.4
2025-03-20,3,0,0,bin_dan_cu_02,6172.1
2025-03-21,4,0,1,bin_van_phong_01,12629.7
2025-03-21,4,0,1,bin_van_phong_02,12903.3
2025-03-21,4,0,0,bin_dan_cu_01,5026.2
2025-03-21,4,0,0,bin_dan_cu_02,6496.9
2025-03-22,5,1,1,bin_van_phong_01,2320.1
2025-03-22,5,1,1,bin_van_phong_02,3439.8
2025-03-22,5,1,0,bin_dan_cu_01,12572.3
2025-03-22,5,1,0,bin_dan_cu_02,14207.0
2025-03-23,6,1,1,bin_van_phong_01,2767.6
2025-03-23,6,1,1,bin_van_phong_02,3815.6
2025-03-23,6,1,0,bin_dan_cu_01,13629.0
2025-03-23,6,1,0,bin_dan_cu_02,15000.0
2025-03-24,0,0,1,bin_van_phong_01,10869.0
2025-03-24,0,0,1,bin_van_phong_02,12992.2
2025-03-24,0,0,0,bin_dan_cu_01,4590.5
2025-03-24,0,0,0,bin_dan_cu_02,6814.4
2025-03-25,1,0,1,bin_van_phong_01,12069.6
2025-03-25,1,0,1,bin_van_phong_02,12466.5
2025-03-25,1,0,0,bin_dan_cu_01,7076.4
2025-03-25,1,0,0,bin_dan_cu_02,4819.0
2025-03-26,2,0,1,bin_van_phong_01,13193.2
2025-03-26,2,0,1,bin_van_phong_02,12758.5
2025-03-26,2,0,0,bin_dan_cu_01,7890.3
2025-03-26,2,0,0,bin_dan_cu_02,6680.4
2025-03-27,3,0,1,bin_van_phong_01,13450.1
2025-03-27,3,0,1,bin_van_phong_02,11802.8
2025-03-27,3,0,0,bin_dan_cu_01,4254.4
2025-03-27,3,0,0,bin_dan_cu_02,5525.2
2025-03-28,4,0,1,bin_van_phong_01,11227.7
2025-03-28,4,0,1,bin_van_phong_02,13904.6
2025-03-28,4,0,0,bin_dan_cu_01,6421.8
2025-03-28,4,0,0,bin_dan_cu_02,5641.1
2025-03-29,5,1,1,bin_van_phong_01,1815.3
2025-03-29,5,1,1,bin_van_phong_02,670.0
2025-03-29,5,1,0,bin_dan_cu_01,12897.2
2025-03-29,5,1,0,bin_dan_cu_02,14993.6
2025-03-30,6,1,1,bin_van_phong_01,3471.9
2025-03-30,6,1,1,bin_van_phong_02,3896.1
2025-03-30,6,1,0,bin_dan_cu_01,12727.7
2025-03-30,6,1,0,bin_dan_cu_02,13118.7
2025-03-31,0,0,1,bin_van_phong_01,11822.9
2025-03-31,0,0,1,bin_van_phong_02,10891.5
2025-03-31,0,0,0,bin_dan_cu_01,4591.5
2025-03-31,0,0,0,bin_dan_cu_02,5958.9
2025-04-01,1,0,1,bin_van_phong_01,11781.6
2025-04-01,1,0,1,bin_van_phong_02,10571.7
2025-04-01,1,0,0,bin_dan_cu_01,5327.5
2025-04-01,1,0,0,bin_dan_cu_02,8950.1
2025-04-02,2,0,1,bin_van_phong_01,13539.6
2025-04-02,2,0,1,bin_van_phong_02,13094.3
2025-04-02,2,0,0,bin_dan_cu_01,5616.5
2025-04-02,2,0,0,bin_dan_cu_02,6269.9
2025-04-03,3,0,1,bin_van_phong_01,12999.6
2025-04-03,3,0,1,bin_van_phong_02,12106.9
2025-04-03,3,0,0,bin_dan_cu_01,5845.4
2025-04-03,3,0,0,bin_dan_cu_02,6522.9
2025-04-04,4,0,1,bin_van_phong_01,10485.2
2025-04-04,4,0,1,bin_van_phong_02,13000.5
2025-04-04,4,0,0,bin_dan_cu_01,5972.1
2025-04-04,4,0,0,bin_dan_cu_02,6400.4
2025-04-05,5,1,1,bin_van_phong_01,1841.8
2025-04-05,5,1,1,bin_van_phong_02,455.1
2025-04-05,5,1,0,bin_dan_cu_01,12875.7
2025-04-05,5,1,0,bin_dan_cu_02,13475.4
2025-04-06,6,1,1,bin_van_phong_01,4526.2
2025-04-06,6,1,1,bin_van_phong_02,2942.4
2025-04-06,6,1,0,bin_dan_cu_01,12586.9
2025-04-06,6,1,0,bin_dan_cu_02,13023.9
2025-04-07,0,0,1,bin_van_phong_01,14295.4
2025-04-07,0,0,1,bin_van_phong_02,13931.1
2025-04-07,0,0,0,bin_dan_cu_01,5818.0
2025-04-07,0,0,0,bin_dan_cu_02,8440.1
2025-04-08,1,0,1,bin_van_phong_01,12625.2
2025-04-08,1,0,1,bin_van_phong_02,12477.3
2025-04-08,1,0,0,bin_dan_cu_01,7584.3
2025-04-08,1,0,0,bin_dan_cu_02,5992.0
2025-04-09,2,0,1,bin_van_phong_01,12168.0
2025-04-09,2,0,1,bin_van_phong_02,11574.6
2025-04-09,2,0,0,bin_dan_cu_01,5938.3
2025-04-09,2,0,0,bin_dan_cu_02,5272.8
2025-04-10,3,0,1,bin_van_phong_01,15000.0
2025-04-10,3,0,1,bin_van_phong_02,10966.1
2025-04-10,3,0,0,bin_dan_cu_01,5202.2
2025-04-10,3,0,0,bin_dan_cu_02,7206.7
2025-04-11,4,0,1,bin_van_phong_01,12398.3
2025-04-11,4,0,1,bin_van_phong_02,12558.0
2025-04-11,4,0,0,bin_dan_cu_01,5136.7
2025-04-11,4,0,0,bin_dan_cu_02,6657.1
2025-04-12,5,1,1,bin_van_phong_01,3215.0
2025-04-12,5,1,1,bin_van_phong_02,1447.9
2025-04-12,5,1,0,bin_dan_cu_01,13109.2
2025-04-12,5,1,0,bin_dan_cu_02,12488.9
2025-04-13,6,1,1,bin_van_phong_01,1907.7
2025-04-13,6,1,1,bin_van_phong_02,2938.6
2025-04-13,6,1,0,bin_dan_cu_01,13213.4
2025-04-13,6,1,0,bin_dan_cu_02,13508.5
2025-04-14,0,0,1,bin_van_phong_01,13444.4
2025-04-14,0,0,1,bin_van_phong_02,12729.7
2025-04-14,0,0,0,bin_dan_cu_01,6588.0
2025-04-14,0,0,0,bin_dan_cu_02,6420.2
2025-04-15,1,0,1,bin_van_phong_01,14321.1
2025-04-15,1,0,1,bin_van_phong_02,12222.2
2025-04-15,1,0,0,bin_dan_cu_01,6375.1
2025-04-15,1,0,0,bin_dan_cu_02,7712.2
2025-04-16,2,0,1,bin_van_phong_01,13357.1
2025-04-16,2,0,1,bin_van_phong_02,14021.3
2025-04-16,2,0,0,bin_dan_cu_01,3960.6
2025-04-16,2,0,0,bin_dan_cu_02,6494.1
2025-04-17,3,0,1,bin_van_phong_01,10374.6
2025-04-17,3,0,1,bin_van_phong_02,12874.9
2025-04-17,3,0,0,bin_dan_cu_01,4403.4
2025-04-17,3,0,0,bin_dan_cu_02,7693.2
2025-04-18,4,0,1,bin_van_phong_01,13052.6
2025-04-18,4,0,1,bin_van_phong_02,11273.1
2025-04-18,4,0,0,bin_dan_cu_01,7848.8
2025-04-18,4,0,0,bin_dan_cu_02,6050.7
2025-04-19,5,1,1,bin_van_phong_01,3137.9
2025-04-19,5,1,1,bin_van_phong_02,2574.1
2025-04-19,5,1,0,bin_dan_cu_01,12408.5
2025-04-19,5,1,0,bin_dan_cu_02,13733.7
2025-04-20,6,1,1,bin_van_phong_01,2661.4
2025-04-20,6,1,1,bin_van_phong_02,1993.5
2025-04-20,6,1,0,bin_dan_cu_01,14050.1
2025-04-20,6,1,0,bin_dan_cu_02,11146.4
2025-04-21,0,0,1,bin_van_phong_01,11992.2
2025-04-21,0,0,1,bin_van_phong_02,13015.0
2025-04-21,0,0,0,bin_dan_cu_01,6694.9
2025-04-21,0,0,0,bin_dan_cu_02,4395.9
2025-04-22,1,0,1,bin_van_phong_01,12894.5
2025-04-22,1,0,1,bin_van_phong_02,14179.0
2025-04-22,1,0,0,bin_dan_cu_01,7785.5
2025-04-22,1,0,0,bin_dan_cu_02,5516.0
2025-04-23,2,0,1,bin_van_phong_01,12372.4
2025-04-23,2,0,1,bin_van_phong_02,12829.7
2025-04-23,2,0,0,bin_dan_cu_01,6838.0
2025-04-23,2,0,0,bin_dan_cu_02,6551.0
2025-04-24,3,0,1,bin_van_phong_01,12626.8
2025-04-24,3,0,1,bin_van_phong_02,13281.8
2025-04-24,3,0,0,bin_dan_cu_01,6604.8
2025-04-24,3,0,0,bin_dan_cu_02,4950.4
2025-04-25,4,0,1,bin_van_phong_01,13514.8
2025-04-25,4,0,1,bin_van_phong_02,11555.4
2025-04-25,4,0,0,bin_dan_cu_01,6014.1
2025-04-25,4,0,0,bin_dan_cu_02,5788.4
2025-04-26,5,1,1,bin_van_phong_01,3425.7
2025-04-26,5,1,1,bin_van_phong_02,2179.9
2025-04-26,5,1,0,bin_dan_cu_01,12624.9
2025-04-26,5,1,0,bin_dan_cu_02,13228.3
2025-04-27,6,1,1,bin_van_phong_01,2138.7
2025-04-27,6,1,1,bin_van_phong_02,3412.4
2025-04-27,6,1,0,bin_dan_cu_01,14173.6
2025-04-27,6,1,0,bin_dan_cu_02,13898.0
2025-04-28,0,0,1,bin_van_phong_01,13883.9
2025-04-28,0,0,1,bin_van_phong_02,11735.5
2025-04-28,0,0,0,bin_dan_cu_01,5315.4
2025-04-28,0,0,0,bin_dan_cu_02,4571.1
2025-04-29,1,0,1,bin_van_phong_01,12189.5
2025-04-29,1,0,1,bin_van_phong_02,10349.2
2025-04-29,1,0,0,bin_dan_cu_01,4983.1
2025-04-29,1,0,0,bin_dan_cu_02,5545.3
2025-04-30,2,0,1,bin_van_phong_01,9664.3
2025-04-30,2,0,1,bin_van_phong_02,12020.1
2025-04-30,2,0,0,bin_dan_cu_01,4724.4
2025-04-30,2,0,0,bin_dan_cu_02,5921.7
2025-05-01,3,0,1,bin_van_phong_01,14575.7
2025-05-01,3,0,1,bin_van_phong_02,12153.0
2025-05-01,3,0,0,bin_dan_cu_01,5907.3
2025-05-01,3,0,0,bin_dan_cu_02,5931.3
2025-05-02,4,0,1,bin_van_phong_01,13196.4
2025-05-02,4,0,1,bin_van_phong_02,11735.1
2025-05-02,4,0,0,bin_dan_cu_01,5402.4
2025-05-02,4,0,0,bin_dan_cu_02,5124.6
