Timestamp_Step,Day,Hour,Bin_ID,Zone_Type,Fill_Level_Percent
7200,1,2,1266449985#1,commercial,3.61
7200,1,2,707066366#5,commercial,3.61
7200,1,2,136161770#1,commercial,3.62
7200,1,2,1014224394_2,commercial,3.62
7200,1,2,1158120933#3,commercial,3.63
7200,1,2,-1040439218,residential,0.29
7200,1,2,601448200#1,residential,0.28
7200,1,2,1411385464,residential,0.29
7200,1,2,-1320695763,residential,0.29
7200,1,2,180082258#0,residential,0.29
7200,1,2,-601455484#0,residential,0.29
7200,1,2,1410492198#1,residential,0.3
7200,1,2,1361713742,residential,0.29
7200,1,2,-194873142,residential,0.28
7200,1,2,-601894327,residential,0.3
8100,1,2,808672175#4,commercial,4.08
8100,1,2,-1180597073#27,commercial,4.07
8100,1,2,1308540805,commercial,4.08
8100,1,2,945322275#7,commercial,4.09
8100,1,2,949108818#4,commercial,4.09
8100,1,2,1266449985#1,commercial,4.07
8100,1,2,707066366#5,commercial,4.06
8100,1,2,136161770#1,commercial,4.08
8100,1,2,1014224394_2,commercial,4.07
8100,1,2,1158120933#3,commercial,4.09
8100,1,2,-1040439218,residential,0.33
8100,1,2,601448200#1,residential,0.32
8100,1,2,1411385464,residential,0.33
8100,1,2,-1320695763,residential,0.33
8100,1,2,180082258#0,residential,0.33
8100,1,2,-601455484#0,residential,0.32
8100,1,2,1410492198#1,residential,0.33
8100,1,2,1361713742,residential,0.33
8100,1,2,-194873142,residential,0.33
8100,1,2,-601894327,residential,0.34
9000,1,2,808672175#4,commercial,4.54
9000,1,2,-1180597073#27,commercial,4.53
9000,1,2,1308540805,commercial,4.54
9000,1,2,945322275#7,commercial,4.55
9000,1,2,949108818#4,commercial,4.55
9000,1,2,1266449985#1,commercial,4.53
9000,1,2,707066366#5,commercial,4.53
9000,1,2,136161770#1,commercial,4.53
9000,1,2,1014224394_2,commercial,4.54
9000,1,2,1158120933#3,commercial,4.55
9000,1,2,-1040439218,residential,0.37
9000,1,2,601448200#1,residential,0.36
9000,1,2,1411385464,residential,0.37
9000,1,2,-1320695763,residential,0.37
9000,1,2,180082258#0,residential,0.37
9000,1,2,-601455484#0,residential,0.37
9000,1,2,1410492198#1,residential,0.37
9000,1,2,1361713742,residential,0.37
9000,1,2,-194873142,residential,0.37
9000,1,2,-601894327,residential,0.38
9900,1,2,808672175#4,commercial,5.0
9900,1,2,-1180597073#27,commercial,4.99
9900,1,2,1308540805,commercial,5.0
9900,1,2,945322275#7,commercial,5.01
9900,1,2,949108818#4,commercial,5.01
9900,1,2,1266449985#1,commercial,4.99
9900,1,2,707066366#5,commercial,4.99
9900,1,2,136161770#1,commercial,5.0
9900,1,2,1014224394_2,commercial,5.0
9900,1,2,1158120933#3,commercial,5.01
9900,1,2,-1040439218,residential,0.42
9900,1,2,601448200#1,residential,0.41
9900,1,2,1411385464,residential,0.42
9900,1,2,-1320695763,residential,0.42
9900,1,2,180082258#0,residential,0.43
9900,1,2,-601455484#0,residential,0.41
9900,1,2,1410492198#1,residential,0.42
9900,1,2,1361713742,residential,0.42
9900,1,2,-194873142,residential,0.42
9900,1,2,-601894327,residential,0.43
10800,1,3,808672175#4,commercial,5.47
10800,1,3,-1180597073#27,commercial,5.46
10800,1,3,1308540805,commercial,5.47
10800,1,3,945322275#7,commercial,5.47
10800,1,3,949108818#4,commercial,5.48
10800,1,3,1266449985#1,commercial,5.46
10800,1,3,707066366#5,commercial,5.46
10800,1,3,136161770#1,commercial,5.46
10800,1,3,1014224394_2,commercial,5.48
10800,1,3,1158120933#3,commercial,5.48
10800,1,3,-1040439218,residential,0.47
10800,1,3,601448200#1,residential,0.46
10800,1,3,1411385464,residential,0.47
10800,1,3,-1320695763,residential,0.47
10800,1,3,180082258#0,residential,0.48
10800,1,3,-601455484#0,residential,0.46
10800,1,3,1410492198#1,residential,0.47
10800,1,3,1361713742,residential,0.47
10800,1,3,-194873142,residential,0.47
10800,1,3,-601894327,residential,0.48
11700,1,3,808672175#4,commercial,5.95
11700,1,3,-1180597073#27,commercial,5.93
11700,1,3,1308540805,commercial,5.95
11700,1,3,945322275#7,commercial,5.94
11700,1,3,949108818#4,commercial,5.95
11700,1,3,1266449985#1,commercial,5.93
11700,1,3,707066366#5,commercial,5.93
11700,1,3,136161770#1,commercial,5.93
11700,1,3,1014224394_2,commercial,5.95
11700,1,3,1158120933#3,commercial,5.95
11700,1,3,-1040439218,residential,0.54
11700,1,3,601448200#1,residential,0.53
11700,1,3,1411385464,residential,0.54
11700,1,3,-1320695763,residential,0.53
11700,1,3,180082258#0,residential,0.55
11700,1,3,-601455484#0,residential,0.53
11700,1,3,1410492198#1,residential,0.54
11700,1,3,1361713742,residential,0.54
11700,1,3,-194873142,residential,0.54
11700,1,3,-601894327,residential,0.55
12600,1,3,808672175#4,commercial,6.43
12600,1,3,-1180597073#27,commercial,6.42
12600,1,3,1308540805,commercial,6.42
12600,1,3,945322275#7,commercial,6.42
12600,1,3,949108818#4,commercial,6.43
12600,1,3,1266449985#1,commercial,6.42
12600,1,3,707066366#5,commercial,6.41
12600,1,3,136161770#1,commercial,6.41
12600,1,3,1014224394_2,commercial,6.43
12600,1,3,1158120933#3,commercial,6.43
12600,1,3,-1040439218,residential,0.62
12600,1,3,601448200#1,residential,0.61
12600,1,3,1411385464,residential,0.62
12600,1,3,-1320695763,residential,0.62
12600,1,3,180082258#0,residential,0.63
12600,1,3,-601455484#0,residential,0.61
12600,1,3,1410492198#1,residential,0.62
12600,1,3,1361713742,residential,0.62
12600,1,3,-194873142,residential,0.62
12600,1,3,-601894327,residential,0.63
13500,1,3,808672175#4,commercial,6.92
13500,1,3,-1180597073#27,commercial,6.9
13500,1,3,1308540805,commercial,6.91
13500,1,3,945322275#7,commercial,6.91
13500,1,3,949108818#4,commercial,6.92
13500,1,3,1266449985#1,commercial,6.9
13500,1,3,707066366#5,commercial,6.9
13500,1,3,136161770#1,commercial,6.9
13500,1,3,1014224394_2,commercial,6.91
13500,1,3,1158120933#3,commercial,6.92
13500,1,3,-1040439218,residential,0.74
13500,1,3,601448200#1,residential,0.72
13500,1,3,1411385464,residential,0.74
13500,1,3,-1320695763,residential,0.73
13500,1,3,180082258#0,residential,0.74
13500,1,3,-601455484#0,residential,0.72
13500,1,3,1410492198#1,residential,0.73
13500,1,3,1361713742,residential,0.73
13500,1,3,-194873142,residential,0.73
13500,1,3,-601894327,residential,0.75
14400,1,4,808672175#4,commercial,7.41
14400,1,4,-1180597073#27,commercial,7.4
14400,1,4,1308540805,commercial,7.4
14400,1,4,945322275#7,commercial,7.4
14400,1,4,949108818#4,commercial,7.42
14400,1,4,1266449985#1,commercial,7.4
14400,1,4,707066366#5,commercial,7.39
14400,1,4,136161770#1,commercial,7.4
14400,1,4,1014224394_2,commercial,7.41
14400,1,4,1158120933#3,commercial,7.42
14400,1,4,-1040439218,residential,0.89
14400,1,4,601448200#1,residential,0.88
14400,1,4,1411385464,residential,0.89
14400,1,4,-1320695763,residential,0.89
14400,1,4,180082258#0,residential,0.89
14400,1,4,-601455484#0,residential,0.88
14400,1,4,1410492198#1,residential,0.88
14400,1,4,1361713742,residential,0.89
14400,1,4,-194873142,residential,0.89
14400,1,4,-601894327,residential,0.91
15300,1,4,808672175#4,commercial,7.92
15300,1,4,-1180597073#27,commercial,7.91
15300,1,4,1308540805,commercial,7.91
15300,1,4,945322275#7,commercial,7.91
15300,1,4,949108818#4,commercial,7.93
15300,1,4,1266449985#1,commercial,7.9
15300,1,4,707066366#5,commercial,7.9
15300,1,4,136161770#1,commercial,7.9
15300,1,4,1014224394_2,commercial,7.92
15300,1,4,1158120933#3,commercial,7.93
15300,1,4,-1040439218,residential,1.1
15300,1,4,601448200#1,residential,1.1
15300,1,4,1411385464,residential,1.11
15300,1,4,-1320695763,residential,1.1
15300,1,4,180082258#0,residential,1.11
15300,1,4,-601455484#0,residential,1.09
15300,1,4,1410492198#1,residential,1.1
15300,1,4,1361713742,residential,1.1
15300,1,4,-194873142,residential,1.11
15300,1,4,-601894327,residential,1.12
16200,1,4,808672175#4,commercial,8.44
16200,1,4,-1180597073#27,commercial,8.43
16200,1,4,1308540805,commercial,8.43
16200,1,4,945322275#7,commercial,8.43
16200,1,4,949108818#4,commercial,8.45
16200,1,4,1266449985#1,commercial,8.43
16200,1,4,707066366#5,commercial,8.42
16200,1,4,136161770#1,commercial,8.41
16200,1,4,1014224394_2,commercial,8.44
16200,1,4,1158120933#3,commercial,8.45
16200,1,4,-1040439218,residential,1.4
16200,1,4,601448200#1,residential,1.4
16200,1,4,1411385464,residential,1.4
16200,1,4,-1320695763,residential,1.4
16200,1,4,180082258#0,residential,1.41
16200,1,4,-601455484#0,residential,1.39
16200,1,4,1410492198#1,residential,1.39
16200,1,4,1361713742,residential,1.4
16200,1,4,-194873142,residential,1.4
16200,1,4,-601894327,residential,1.42
17100,1,4,808672175#4,commercial,8.98
17100,1,4,-1180597073#27,commercial,8.97
17100,1,4,1308540805,commercial,8.97
17100,1,4,945322275#7,commercial,8.96
17100,1,4,949108818#4,commercial,8.99
17100,1,4,1266449985#1,commercial,8.96
17100,1,4,707066366#5,commercial,8.96
17100,1,4,136161770#1,commercial,8.95
17100,1,4,1014224394_2,commercial,8.98
17100,1,4,1158120933#3,commercial,8.99
17100,1,4,-1040439218,residential,1.78
17100,1,4,601448200#1,residential,1.78
17100,1,4,1411385464,residential,1.78
17100,1,4,-1320695763,residential,1.78
17100,1,4,180082258#0,residential,1.79
17100,1,4,-601455484#0,residential,1.77
17100,1,4,1410492198#1,residential,1.78
17100,1,4,1361713742,residential,1.79
17100,1,4,-194873142,residential,1.79
17100,1,4,-601894327,residential,1.81
18000,1,5,808672175#4,commercial,9.53
18000,1,5,-1180597073#27,commercial,9.52
18000,1,5,1308540805,commercial,9.52
18000,1,5,945322275#7,commercial,9.52
18000,1,5,949108818#4,commercial,9.54
18000,1,5,1266449985#1,commercial,9.51
18000,1,5,707066366#5,commercial,9.52
18000,1,5,136161770#1,commercial,9.5
18000,1,5,1014224394_2,commercial,9.53
18000,1,5,1158120933#3,commercial,9.55
18000,1,5,-1040439218,residential,2.28
18000,1,5,601448200#1,residential,2.27
18000,1,5,1411385464,residential,2.28
18000,1,5,-1320695763,residential,2.27
18000,1,5,180082258#0,residential,2.28
18000,1,5,-601455484#0,residential,2.27
18000,1,5,1410492198#1,residential,2.27
18000,1,5,1361713742,residential,2.28
18000,1,5,-194873142,residential,2.28
18000,1,5,-601894327,residential,2.3
18900,1,5,808672175#4,commercial,10.11
18900,1,5,-1180597073#27,commercial,10.1
18900,1,5,1308540805,commercial,10.11
18900,1,5,945322275#7,commercial,10.1
18900,1,5,949108818#4,commercial,10.12
18900,1,5,1266449985#1,commercial,10.09
18900,1,5,707066366#5,commercial,10.1
18900,1,5,136161770#1,commercial,10.09
18900,1,5,1014224394_2,commercial,10.11
18900,1,5,1158120933#3,commercial,10.13
18900,1,5,-1040439218,residential,2.9
18900,1,5,601448200#1,residential,2.89
18900,1,5,1411385464,residential,2.9
18900,1,5,-1320695763,residential,2.89
18900,1,5,180082258#0,residential,2.89
18900,1,5,-601455484#0,residential,2.89
18900,1,5,1410492198#1,residential,2.89
18900,1,5,1361713742,residential,2.9
18900,1,5,-194873142,residential,2.9
18900,1,5,-601894327,residential,2.92
19800,1,5,808672175#4,commercial,10.72
19800,1,5,-1180597073#27,commercial,10.71
19800,1,5,1308540805,commercial,10.71
19800,1,5,945322275#7,commercial,10.7
19800,1,5,949108818#4,commercial,10.72
19800,1,5,1266449985#1,commercial,10.7
19800,1,5,707066366#5,commercial,10.71
19800,1,5,136161770#1,commercial,10.7
19800,1,5,1014224394_2,commercial,10.72
19800,1,5,1158120933#3,commercial,10.73
19800,1,5,-1040439218,residential,3.65
19800,1,5,601448200#1,residential,3.65
19800,1,5,1411385464,residential,3.65
19800,1,5,-1320695763,residential,3.64
19800,1,5,180082258#0,residential,3.65
19800,1,5,-601455484#0,residential,3.64
19800,1,5,1410492198#1,residential,3.63
19800,1,5,1361713742,residential,3.65
19800,1,5,-194873142,residential,3.65
19800,1,5,-601894327,residential,3.67
20700,1,5,808672175#4,commercial,11.36
20700,1,5,-1180597073#27,commercial,11.35
20700,1,5,1308540805,commercial,11.35
20700,1,5,945322275#7,commercial,11.34
20700,1,5,949108818#4,commercial,11.36
20700,1,5,1266449985#1,commercial,11.34
20700,1,5,707066366#5,commercial,11.35
20700,1,5,136161770#1,commercial,11.35
20700,1,5,1014224394_2,commercial,11.36
20700,1,5,1158120933#3,commercial,11.37
20700,1,5,-1040439218,residential,4.54
20700,1,5,601448200#1,residential,4.54
20700,1,5,1411385464,residential,4.54
20700,1,5,-1320695763,residential,4.53
20700,1,5,180082258#0,residential,4.53
20700,1,5,-601455484#0,residential,4.52
20700,1,5,1410492198#1,residential,4.52
20700,1,5,1361713742,residential,4.54
20700,1,5,-194873142,residential,4.55
20700,1,5,-601894327,residential,4.55
21600,1,6,808672175#4,commercial,12.03
21600,1,6,-1180597073#27,commercial,12.03
21600,1,6,1308540805,commercial,12.02
21600,1,6,945322275#7,commercial,12.01
21600,1,6,949108818#4,commercial,12.04
21600,1,6,1266449985#1,commercial,12.01
21600,1,6,707066366#5,commercial,12.02
21600,1,6,136161770#1,commercial,12.02
21600,1,6,1014224394_2,commercial,12.03
21600,1,6,1158120933#3,commercial,12.05
21600,1,6,-1040439218,residential,5.56
21600,1,6,601448200#1,residential,5.56
21600,1,6,1411385464,residential,5.55
21600,1,6,-1320695763,residential,5.55
21600,1,6,180082258#0,residential,5.55
21600,1,6,-601455484#0,residential,5.54
21600,1,6,1410492198#1,residential,5.54
21600,1,6,1361713742,residential,5.55
21600,1,6,-194873142,residential,5.56
21600,1,6,-601894327,residential,5.57
22500,1,6,808672175#4,commercial,12.75
22500,1,6,-1180597073#27,commercial,12.74
22500,1,6,1308540805,commercial,12.74
22500,1,6,945322275#7,commercial,12.73
22500,1,6,949108818#4,commercial,12.76
22500,1,6,1266449985#1,commercial,12.73
22500,1,6,707066366#5,commercial,12.74
22500,1,6,136161770#1,commercial,12.73
22500,1,6,1014224394_2,commercial,12.74
22500,1,6,1158120933#3,commercial,12.76
22500,1,6,-1040439218,residential,6.7
22500,1,6,601448200#1,residential,6.7
22500,1,6,1411385464,residential,6.69
22500,1,6,-1320695763,residential,6.68
22500,1,6,180082258#0,residential,6.69
22500,1,6,-601455484#0,residential,6.68
22500,1,6,1410492198#1,residential,6.68
22500,1,6,1361713742,residential,6.69
22500,1,6,-194873142,residential,6.69
22500,1,6,-601894327,residential,6.71
23400,1,6,808672175#4,commercial,13.51
23400,1,6,-1180597073#27,commercial,13.5
23400,1,6,1308540805,commercial,13.49
23400,1,6,945322275#7,commercial,13.49
23400,1,6,949108818#4,commercial,13.52
23400,1,6,1266449985#1,commercial,13.49
23400,1,6,707066366#5,commercial,13.5
23400,1,6,136161770#1,commercial,13.49
23400,1,6,1014224394_2,commercial,13.5
23400,1,6,1158120933#3,commercial,13.52
23400,1,6,-1040439218,residential,7.94
23400,1,6,601448200#1,residential,7.93
23400,1,6,1411385464,residential,7.92
23400,1,6,-1320695763,residential,7.92
23400,1,6,180082258#0,residential,7.92
23400,1,6,-601455484#0,residential,7.93
23400,1,6,1410492198#1,residential,7.92
23400,1,6,1361713742,residential,7.93
23400,1,6,-194873142,residential,7.92
23400,1,6,-601894327,residential,7.95
24300,1,6,808672175#4,commercial,14.33
24300,1,6,-1180597073#27,commercial,14.31
24300,1,6,1308540805,commercial,14.31
24300,1,6,945322275#7,commercial,14.29
24300,1,6,949108818#4,commercial,14.33
24300,1,6,1266449985#1,commercial,14.3
24300,1,6,707066366#5,commercial,14.31
24300,1,6,136161770#1,commercial,14.31
24300,1,6,1014224394_2,commercial,14.31
24300,1,6,1158120933#3,commercial,14.33
24300,1,6,-1040439218,residential,9.25
24300,1,6,601448200#1,residential,9.24
24300,1,6,1411385464,residential,9.23
24300,1,6,-1320695763,residential,9.22
24300,1,6,180082258#0,residential,9.23
24300,1,6,-601455484#0,residential,9.23
24300,1,6,1410492198#1,residential,9.22
24300,1,6,1361713742,residential,9.24
24300,1,6,-194873142,residential,9.23
24300,1,6,-601894327,residential,9.26
25200,1,7,808672175#4,commercial,15.2
25200,1,7,-1180597073#27,commercial,15.17
25200,1,7,1308540805,commercial,15.17
25200,1,7,945322275#7,commercial,15.16
25200,1,7,949108818#4,commercial,15.2
25200,1,7,1266449985#1,commercial,15.17
25200,1,7,707066366#5,commercial,15.18
25200,1,7,136161770#1,commercial,15.18
25200,1,7,1014224394_2,commercial,15.18
25200,1,7,1158120933#3,commercial,15.2
25200,1,7,-1040439218,residential,10.59
25200,1,7,601448200#1,residential,10.58
25200,1,7,1411385464,residential,10.57
25200,1,7,-1320695763,residential,10.56
25200,1,7,180082258#0,residential,10.57
25200,1,7,-601455484#0,residential,10.57
25200,1,7,1410492198#1,residential,10.56
25200,1,7,1361713742,residential,10.58
25200,1,7,-194873142,residential,10.58
25200,1,7,-601894327,residential,10.61
26100,1,7,808672175#4,commercial,16.13
26100,1,7,-1180597073#27,commercial,16.1
26100,1,7,1308540805,commercial,16.1
26100,1,7,945322275#7,commercial,16.09
26100,1,7,949108818#4,commercial,16.14
26100,1,7,1266449985#1,commercial,16.11
26100,1,7,707066366#5,commercial,16.11
26100,1,7,136161770#1,commercial,16.11
26100,1,7,1014224394_2,commercial,16.11
26100,1,7,1158120933#3,commercial,16.13
26100,1,7,-1040439218,residential,11.93
26100,1,7,601448200#1,residential,11.92
26100,1,7,1411385464,residential,11.91
26100,1,7,-1320695763,residential,11.91
26100,1,7,180082258#0,residential,11.91
26100,1,7,-601455484#0,residential,11.92
26100,1,7,1410492198#1,residential,11.9
26100,1,7,1361713742,residential,11.92
26100,1,7,-194873142,residential,11.92
26100,1,7,-601894327,residential,11.95
27000,1,7,808672175#4,commercial,17.13
27000,1,7,-1180597073#27,commercial,17.1
27000,1,7,1308540805,commercial,17.1
27000,1,7,945322275#7,commercial,17.09
27000,1,7,949108818#4,commercial,17.14
27000,1,7,1266449985#1,commercial,17.1
27000,1,7,707066366#5,commercial,17.11
27000,1,7,136161770#1,commercial,17.11
27000,1,7,1014224394_2,commercial,17.11
27000,1,7,1158120933#3,commercial,17.13
27000,1,7,-1040439218,residential,13.24
27000,1,7,601448200#1,residential,13.23
27000,1,7,1411385464,residential,13.22
27000,1,7,-1320695763,residential,13.21
27000,1,7,180082258#0,residential,13.22
27000,1,7,-601455484#0,residential,13.22
27000,1,7,1410492198#1,residential,13.21
27000,1,7,1361713742,residential,13.23
27000,1,7,-194873142,residential,13.23
27000,1,7,-601894327,residential,13.26
27900,1,7,808672175#4,commercial,18.2
27900,1,7,-1180597073#27,commercial,18.18
27900,1,7,1308540805,commercial,18.17
27900,1,7,945322275#7,commercial,18.16
27900,1,7,949108818#4,commercial,18.21
27900,1,7,1266449985#1,commercial,18.17
27900,1,7,707066366#5,commercial,18.18
27900,1,7,136161770#1,commercial,18.18
27900,1,7,1014224394_2,commercial,18.18
27900,1,7,1158120933#3,commercial,18.2
27900,1,7,-1040439218,residential,14.48
27900,1,7,601448200#1,residential,14.46
27900,1,7,1411385464,residential,14.46
27900,1,7,-1320695763,residential,14.44
27900,1,7,180082258#0,residential,14.46
27900,1,7,-601455484#0,residential,14.46
27900,1,7,1410492198#1,residential,14.45
27900,1,7,1361713742,residential,14.48
27900,1,7,-194873142,residential,14.47
27900,1,7,-601894327,residential,14.5
28800,1,8,808672175#4,commercial,19.35
28800,1,8,-1180597073#27,commercial,19.33
28800,1,8,1308540805,commercial,19.32
28800,1,8,945322275#7,commercial,19.32
28800,1,8,949108818#4,commercial,19.36
28800,1,8,1266449985#1,commercial,19.32
28800,1,8,707066366#5,commercial,19.33
28800,1,8,136161770#1,commercial,19.33
28800,1,8,1014224394_2,commercial,19.33
28800,1,8,1158120933#3,commercial,19.36
28800,1,8,-1040439218,residential,15.61
28800,1,8,601448200#1,residential,15.6
28800,1,8,1411385464,residential,15.59
28800,1,8,-1320695763,residential,15.58
28800,1,8,180082258#0,residential,15.59
28800,1,8,-601455484#0,residential,15.6
28800,1,8,1410492198#1,residential,15.58
28800,1,8,1361713742,residential,15.62
28800,1,8,-194873142,residential,15.6
28800,1,8,-601894327,residential,15.63
29700,1,8,808672175#4,commercial,20.58
29700,1,8,-1180597073#27,commercial,20.57
29700,1,8,1308540805,commercial,20.55
29700,1,8,945322275#7,commercial,20.55
29700,1,8,949108818#4,commercial,20.59
29700,1,8,1266449985#1,commercial,20.55
29700,1,8,707066366#5,commercial,20.56
29700,1,8,136161770#1,commercial,20.57
29700,1,8,1014224394_2,commercial,20.56
29700,1,8,1158120933#3,commercial,20.59
29700,1,8,-1040439218,residential,16.63
29700,1,8,601448200#1,residential,16.62
29700,1,8,1411385464,residential,16.61
29700,1,8,-1320695763,residential,16.6
29700,1,8,180082258#0,residential,16.61
29700,1,8,-601455484#0,residential,16.62
29700,1,8,1410492198#1,residential,16.6
